PassengerId,Survived,Pclass,Sex,Embarked,Title,FamilySize,AgeCategory
362,0,2,1,3,1,1,2
363,0,3,0,3,3,1,2
364,0,3,1,1,1,0,2
365,0,3,1,2,1,1,2
366,0,3,1,1,1,0,2
367,1,1,0,3,3,1,3
368,1,3,0,3,3,0,2
369,1,3,0,2,2,0,2
370,1,1,0,3,15,0,1
371,1,1,1,3,1,1,1
372,0,3,1,1,1,1,1
373,0,3,1,1,1,0,1
374,0,1,1,3,1,0,1
375,0,3,0,1,2,4,1
376,1,1,0,3,3,1,2
377,1,3,0,1,2,0,1
378,0,1,1,3,1,2,2
379,0,3,1,3,1,0,1
380,0,3,1,1,1,0,1
381,1,1,0,3,2,0,2
382,1,3,0,3,2,2,1
383,0,3,1,1,1,0,2
384,1,1,0,1,3,1,2
385,0,3,1,1,1,0,2
386,0,2,1,1,1,0,1
387,0,3,1,1,4,7,1
388,1,2,0,1,2,0,2
389,0,3,1,2,1,0,2
390,1,2,0,3,2,0,1
391,1,1,1,1,1,3,2
392,1,3,1,1,1,0,1
393,0,3,1,1,1,2,2
394,1,1,0,3,2,1,1
395,1,3,0,1,3,2,1
396,0,3,1,1,1,0,1
397,0,3,0,1,2,0,2
398,0,2,1,1,1,0,2
399,0,2,1,1,5,0,1
400,1,2,0,1,3,0,2
401,1,3,1,1,1,0,2
402,0,3,1,1,1,0,2
403,0,3,0,1,2,1,1
404,0,3,1,1,1,1,2
405,0,3,0,1,2,0,1
406,0,2,1,1,1,1,2
407,0,3,1,1,1,0,3
408,1,2,1,1,4,2,1
409,0,3,1,1,1,0,1
410,0,3,0,1,2,4,2
411,0,3,1,1,1,0,2
412,0,3,1,2,1,0,2
413,1,1,0,2,2,1,2
414,0,2,1,1,1,0,2
415,1,3,1,1,1,0,2
416,0,3,0,1,3,0,2
417,1,2,0,1,3,2,2
418,1,2,0,1,2,2,1
419,0,2,1,1,1,0,2
420,0,3,0,1,2,2,1
421,0,3,1,3,1,0,2
422,0,3,1,2,1,0,1
423,0,3,1,1,1,0,2
424,0,3,0,1,3,2,2
425,0,3,1,1,1,2,1
426,0,3,1,1,1,0,2
427,1,2,0,1,3,1,2
428,1,2,0,1,2,0,1
429,0,3,1,2,1,0,2
430,1,3,1,1,1,0,2
431,1,1,1,1,1,0,2
432,1,3,0,1,3,1,2
433,1,2,0,1,3,1,2
434,0,3,1,1,1,0,1
435,0,1,1,1,1,1,2
436,1,1,0,1,2,3,1
437,0,3,0,1,2,4,1
438,1,2,0,1,3,5,1
439,0,1,1,1,1,5,3
440,0,2,1,1,1,0,2
441,1,2,0,1,3,2,2
442,0,3,1,1,1,0,1
443,0,3,1,1,1,1,1
444,1,2,0,1,10,0,2
445,1,3,1,1,1,0,2
446,1,1,1,1,4,2,1
447,1,2,0,1,2,1,1
448,1,1,1,1,1,0,2
449,1,3,0,3,2,3,1
450,1,1,1,1,7,0,3
451,0,2,1,1,1,3,2
452,0,3,1,1,1,1,2
453,0,1,1,3,1,0,2
454,1,1,1,3,1,1,2
455,0,3,1,1,1,0,2
456,1,3,1,3,1,0,2
457,0,1,1,1,1,0,3
458,1,1,0,1,3,1,2
459,1,2,0,1,2,0,2
460,0,3,1,2,1,0,2
461,1,1,1,1,1,0,2
462,0,3,1,1,1,0,2
463,0,1,1,1,1,0,2
464,0,2,1,1,1,0,2
465,0,3,1,1,1,0,2
466,0,3,1,1,1,0,2
467,0,2,1,1,1,0,2
468,0,1,1,1,1,0,3
469,0,3,1,2,1,0,2
470,1,3,0,3,2,3,1
471,0,3,1,1,1,0,2
472,0,3,1,1,1,0,2
473,1,2,0,1,3,3,2
474,1,2,0,3,3,0,1
475,0,3,0,1,2,0,1
476,0,1,1,1,1,0,2
477,0,2,1,1,1,1,2
478,0,3,1,1,1,1,2
479,0,3,1,1,1,0,1
480,1,3,0,1,2,1,1
481,0,3,1,1,4,7,1
482,0,2,1,1,1,0,2
483,0,3,1,1,1,0,2
484,1,3,0,1,3,0,3
485,1,1,1,3,1,1,1
486,0,3,0,1,2,4,2
487,1,1,0,1,3,1,2
488,0,1,1,3,1,0,3
489,0,3,1,1,1,0,2
490,1,3,1,1,4,2,1
491,0,3,1,1,1,1,2
492,0,3,1,1,1,0,1
493,0,1,1,1,1,0,3
494,0,1,1,3,1,0,3
495,0,3,1,1,1,0,1
496,0,3,1,3,1,0,2
497,1,1,0,3,2,1,3
498,0,3,1,1,1,0,2
499,0,1,0,1,3,3,1
500,0,3,1,1,1,0,1
501,0,3,1,1,1,0,1
502,0,3,0,2,2,0,1
503,0,3,0,2,2,0,2
504,0,3,0,1,2,0,2
505,1,1,0,1,2,0,1
506,0,1,1,3,1,1,1
507,1,2,0,1,3,2,2
508,1,1,1,1,1,0,2
509,0,3,1,1,1,0,2
510,1,3,1,1,1,0,2
511,1,3,1,2,1,0,2
512,0,3,1,1,1,0,2
513,1,1,1,1,1,0,2
514,1,1,0,3,3,1,3
515,0,3,1,1,1,0,1
516,0,1,1,1,1,0,2
517,1,2,0,1,3,0,2
518,0,3,1,2,1,0,2
519,1,2,0,1,3,1,2
520,0,3,1,1,1,0,2
521,1,1,0,1,2,0,2
522,0,3,1,1,1,0,1
523,0,3,1,3,1,0,2
524,1,1,0,3,3,1,2
525,0,3,1,3,1,0,2
526,0,3,1,2,1,0,2
527,1,2,0,1,2,0,2
528,0,1,1,1,1,0,2
529,0,3,1,1,1,0,2
530,0,2,1,1,1,3,1
531,1,2,0,1,2,2,1
532,0,3,1,3,1,0,2
533,0,3,1,3,1,2,1
534,1,3,0,3,3,2,2
535,0,3,0,1,2,0,2
536,1,2,0,1,2,2,1
537,0,1,1,1,7,0,2
538,1,1,0,3,2,0,2
539,0,3,1,1,1,0,2
540,1,1,0,3,2,2,1
541,1,1,0,1,2,2,2
542,0,3,0,1,2,6,1
543,0,3,0,1,2,6,1
544,1,2,1,1,1,1,2
545,0,1,1,3,1,1,2
546,0,1,1,1,1,0,3
547,1,2,0,1,3,1,1
548,1,2,1,3,1,0,2
549,0,3,1,1,1,2,2
550,1,2,1,1,4,2,1
551,1,1,1,3,1,2,1
552,0,2,1,1,1,0,2
553,0,3,1,2,1,0,2
554,1,3,1,3,1,0,1
555,1,3,0,1,2,0,1
556,0,1,1,1,1,0,3
557,1,1,0,3,11,1,2
558,0,1,1,3,1,0,2
559,1,1,0,1,3,2,2
560,1,3,0,1,3,1,2
561,0,3,1,2,1,0,2
562,0,3,1,1,1,0,2
563,0,2,1,1,1,0,2
564,0,3,1,1,1,0,2
565,0,3,0,1,2,0,2
566,0,3,1,1,1,2,1
567,0,3,1,1,1,0,1
568,0,3,0,1,3,4,2
569,0,3,1,3,1,0,2
570,1,3,1,1,1,0,2
571,1,2,1,1,1,0,3
572,1,1,0,1,3,2,3
573,1,1,1,1,1,0,2
574,1,3,0,2,2,0,2
575,0,3,1,1,1,0,1
576,0,3,1,1,1,0,1
577,1,2,0,1,2,0,2
578,1,1,0,1,3,1,2
579,0,3,0,3,3,1,2
580,1,3,1,1,1,0,2
581,1,2,0,1,2,2,1
582,1,1,0,3,3,2,2
583,0,2,1,1,1,0,3
584,0,1,1,3,1,0,2
585,0,3,1,3,1,0,2
586,1,1,0,1,2,2,1
587,0,2,1,1,1,0,2
588,1,1,1,3,1,2,3
589,0,3,1,1,1,0,1
590,0,3,1,1,1,0,2
591,0,3,1,1,1,0,2
592,1,1,0,3,3,1,3
593,0,3,1,1,1,0,2
594,0,3,0,2,2,2,2
595,0,2,1,1,1,1,2
596,0,3,1,1,1,2,2
597,1,2,0,1,2,0,2
598,0,3,1,1,1,0,2
599,0,3,1,3,1,0,2
600,1,1,1,3,17,1,2
601,1,2,0,1,3,3,1
602,0,3,1,1,1,0,2
603,0,1,1,1,1,0,2
604,0,3,1,1,1,0,2
605,1,1,1,3,1,0,2
606,0,3,1,1,1,1,2
607,0,3,1,1,1,0,2
608,1,1,1,1,1,0,2
609,1,2,0,3,3,3,1
610,1,1,0,1,2,0,2
611,0,3,0,1,3,6,2
612,0,3,1,1,1,0,2
613,1,3,0,2,2,1,2
614,0,3,1,2,1,0,2
615,0,3,1,1,1,0,2
616,1,2,0,1,2,3,1
617,0,3,1,1,1,2,2
618,0,3,0,1,3,1,2
619,1,2,0,1,2,3,1
620,0,2,1,1,1,0,2
621,0,3,1,3,1,1,2
622,1,1,1,1,1,1,2
623,1,3,1,3,1,2,1
624,0,3,1,1,1,0,1
625,0,3,1,1,1,0,1
626,0,1,1,1,1,0,3
627,0,2,1,2,6,0,3
628,1,1,0,1,2,0,1
629,0,3,1,1,1,0,2
630,0,3,1,2,1,0,2
631,1,1,1,1,1,0,4
632,0,3,1,1,1,0,3
633,1,1,1,3,5,0,2
634,0,1,1,1,1,0,2
635,0,3,0,1,2,5,1
636,1,2,0,1,2,0,2
637,0,3,1,1,1,0,2
638,0,2,1,1,1,2,2
639,0,3,0,1,3,5,2
640,0,3,1,1,1,1,2
641,0,3,1,1,1,0,1
642,1,1,0,3,8,0,1
643,0,3,0,1,2,5,1
644,1,3,1,1,1,0,2
645,1,3,0,3,2,3,1
646,1,1,1,3,1,1,2
647,0,3,1,1,1,0,1
648,1,1,1,3,7,0,3
649,0,3,1,1,1,0,2
650,1,3,0,1,2,0,1
651,0,3,1,1,1,0,2
652,1,2,0,1,2,1,1
653,0,3,1,1,1,0,1
654,1,3,0,2,2,0,2
655,0,3,0,2,2,0,1
656,0,2,1,1,1,2,1
657,0,3,1,1,1,0,2
658,0,3,0,2,3,2,2
659,0,2,1,1,1,0,1
660,0,1,1,3,1,2,3
661,1,1,1,1,5,2,2
662,0,3,1,3,1,0,2
663,0,1,1,1,1,0,2
664,0,3,1,1,1,0,2
665,1,3,1,1,1,1,1
666,0,2,1,1,1,2,2
667,0,2,1,1,1,0,1
668,0,3,1,1,1,0,2
669,0,3,1,1,1,0,2
670,1,1,0,1,3,1,2
671,1,2,0,1,3,2,2
672,0,1,1,1,1,1,2
673,0,2,1,1,1,0,3
674,1,2,1,1,1,0,2
675,0,2,1,1,1,0,2
676,0,3,1,1,1,0,1
677,0,3,1,1,1,0,1
678,1,3,0,1,2,0,1
679,0,3,0,1,3,7,2
680,1,1,1,3,1,1,2
681,0,3,0,2,2,0,2
682,1,1,1,3,1,0,2
683,0,3,1,1,1,0,1
684,0,3,1,1,1,7,1
685,0,2,1,1,1,2,3
686,0,2,1,3,1,3,1
687,0,3,1,1,1,5,1
688,0,3,1,1,1,0,1
689,0,3,1,1,1,0,1
690,1,1,0,1,2,1,1
691,1,1,1,1,1,1,2
692,1,3,0,3,2,1,1
693,1,3,1,1,1,0,2
694,0,3,1,3,1,0,1
695,0,1,1,1,7,0,3
696,0,2,1,1,1,0,3
697,0,3,1,1,1,0,2
698,1,3,0,2,2,0,2
699,0,1,1,3,1,2,2
700,0,3,1,1,1,0,2
701,1,1,0,3,3,1,1
702,1,1,1,1,1,0,2
703,0,3,0,3,2,1,1
704,0,3,1,2,1,0,1
705,0,3,1,1,1,1,2
706,0,2,1,1,1,0,2
707,1,2,0,1,3,0,2
708,1,1,1,1,1,0,2
709,1,1,0,1,2,0,1
710,1,3,1,3,4,2,2
711,1,1,0,3,8,0,1
712,0,1,1,1,1,0,2
713,1,1,1,1,1,1,2
714,0,3,1,1,1,0,2
715,0,2,1,1,1,0,3
716,0,3,1,1,1,0,1
717,1,1,0,3,2,0,2
718,1,2,0,1,2,0,2
719,0,3,1,2,1,0,2
720,0,3,1,1,1,0,2
721,1,2,0,1,2,1,1
722,0,3,1,1,1,1,1
723,0,2,1,1,1,0,2
724,0,2,1,1,1,0,2
725,1,1,1,1,1,1,2
726,0,3,1,1,1,0,1
727,1,2,0,1,3,3,2
728,1,3,0,2,2,0,2
729,0,2,1,1,1,1,1
730,0,3,0,1,2,1,1
731,1,1,0,1,2,0,2
732,0,3,1,3,1,0,1
733,0,2,1,1,1,0,2
734,0,2,1,1,1,0,1
735,0,2,1,1,1,0,1
736,0,3,1,1,1,0,2
737,0,3,0,1,3,4,2
738,1,1,1,3,1,0,2
739,0,3,1,1,1,0,2
740,0,3,1,1,1,0,2
741,1,1,1,1,1,0,2
742,0,1,1,1,1,1,2
743,1,1,0,3,2,4,1
744,0,3,1,1,1,1,1
745,1,3,1,1,1,0,2
746,0,1,1,1,16,2,3
747,0,3,1,1,1,2,1
748,1,2,0,1,2,0,2
749,0,1,1,1,1,1,1
750,0,3,1,2,1,0,2
751,1,2,0,1,2,2,1
752,1,3,1,1,4,1,1
753,0,3,1,1,1,0,2
754,0,3,1,1,1,0,1
755,1,2,0,1,3,3,2
756,1,2,1,1,4,2,1
757,0,3,1,1,1,0,2
758,0,2,1,1,1,0,1
759,0,3,1,1,1,0,2
760,1,1,0,1,9,0,2
761,0,3,1,1,1,0,2
762,0,3,1,1,1,0,2
763,1,3,1,3,1,0,1
764,1,1,0,1,3,3,2
765,0,3,1,1,1,0,1
766,1,1,0,1,3,1,3
767,0,1,1,3,5,0,2
768,0,3,0,2,2,0,2
769,0,3,1,2,1,1,2
770,0,3,1,1,1,0,2
771,0,3,1,1,1,0,1
772,0,3,1,1,1,0,2
773,0,2,0,1,3,0,3
774,0,3,1,3,1,0,2
775,1,2,0,1,3,4,3
776,0,3,1,1,1,0,1
777,0,3,1,2,1,0,2
778,1,3,0,1,2,0,1
779,0,3,1,2,1,0,2
780,1,1,0,1,3,1,2
781,1,3,0,3,2,0,1
782,1,1,0,1,3,1,1
783,0,1,1,1,1,0,2
784,0,3,1,1,1,3,2
785,0,3,1,1,1,0,1
786,0,3,1,1,1,0,1
787,1,3,0,1,2,0,1
788,0,3,1,2,4,5,1
789,1,3,1,1,4,3,1
790,0,1,1,3,1,0,2
791,0,3,1,2,1,0,2
792,0,2,1,1,1,0,1
793,0,3,0,1,2,10,2
794,0,1,1,3,1,0,2
795,0,3,1,1,1,0,1
796,0,2,1,1,1,0,2
797,1,1,0,1,5,0,2
798,1,3,0,1,3,0,2
799,0,3,1,3,1,0,2
800,0,3,0,1,3,2,2
801,0,2,1,1,1,0,2
802,1,2,0,1,3,2,2
803,1,1,1,1,4,3,1
804,1,3,1,3,4,1,1
805,1,3,1,1,1,0,2
806,0,3,1,1,1,0,2
807,0,1,1,1,1,0,2
808,0,3,0,1,2,0,1
809,0,2,1,1,1,0,2
810,1,1,0,1,3,1,2
811,0,3,1,1,1,0,2
812,0,3,1,1,1,0,2
813,0,2,1,1,1,0,2
814,0,3,0,1,2,6,1
815,0,3,1,1,1,0,2
816,0,1,1,1,1,0,2
817,0,3,0,1,2,0,1
818,0,2,1,3,1,2,2
819,0,3,1,1,1,0,2
820,0,3,1,1,4,5,1
821,1,1,0,1,3,2,3
822,1,3,1,1,1,0,2
823,0,1,1,1,12,0,2
824,1,3,0,1,3,1,2
825,0,3,1,1,4,5,1
826,0,3,1,2,1,0,2
827,0,3,1,1,1,0,2
828,1,2,1,3,4,2,1
829,1,3,1,2,1,0,2
830,1,1,0,1,3,0,3
831,1,3,0,3,3,1,1
832,1,2,1,1,4,2,1
833,0,3,1,3,1,0,2
834,0,3,1,1,1,0,1
835,0,3,1,1,1,0,1
836,1,1,0,3,2,2,2
837,0,3,1,1,1,0,1
838,0,3,1,1,1,0,2
839,1,3,1,1,1,0,2
840,1,1,1,3,1,0,2
841,0,3,1,1,1,0,1
842,0,2,1,1,1,0,1
843,1,1,0,3,2,0,2
844,0,3,1,3,1,0,2
845,0,3,1,1,1,0,1
846,0,3,1,1,1,0,2
847,0,3,1,1,1,10,2
848,0,3,1,3,1,0,2
849,0,2,1,1,6,1,2
850,1,1,0,3,3,1,2
851,0,3,1,1,4,6,1
852,0,3,1,1,1,0,3
853,0,3,0,3,2,2,1
854,1,1,0,1,2,1,1
855,0,2,0,1,3,1,2
856,1,3,0,1,3,1,1
857,1,1,0,1,3,2,2
858,1,1,1,1,1,0,3
859,1,3,0,3,3,3,1
860,0,3,1,3,1,0,2
861,0,3,1,1,1,2,2
862,0,2,1,1,1,1,1
863,1,1,0,1,3,0,2
864,0,3,0,1,2,10,2
865,0,2,1,1,1,0,1
866,1,2,0,1,3,0,2
867,1,2,0,3,2,1,2
868,0,1,1,1,1,0,2
869,0,3,1,1,1,0,2
870,1,3,1,1,4,2,1
